year,location,sqft,amenities,real_estate_type,crime_rates,area,Population,GDP (in crores),Fixed Deposit Interest Rate (% p.a.),Literacy Rate (%),Development Rate,HF,Area-wise Price,price
2021,Sarthana,1326,10,Villa,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,26328055.67
2021,Dindoli,2186,3,House,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,12316294.43
2021,Athwa,2630,4,Villa,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,46131662.9
2021,Katargam,1759,8,Villa,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,33179108.17
2021,Varachha,2192,5,Villa,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,38601259.07
2021,Dindoli,1304,1,Apartment,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,3513762.03
2021,City Light,2573,5,House,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,33185184.7
2021,Udhna,1487,9,Villa,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,28786631.46
2021,Udhna,1682,4,Apartment,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,11688783.09
2021,Vesu,2595,1,House,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,41820078.2
2021,City Light,2475,8,House,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,35751780.79
2021,Katargam,2884,2,House,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,31494390.58
2021,Sarthana,2258,5,Villa,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,39229001.5
2021,Adajan,1321,5,House,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,25343757.82
2021,Sachin,1776,1,Villa,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,13486731.9
2021,Sarthana,1145,9,Apartment,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,10798771.7
2021,Pal,1448,5,Apartment,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,16668173.2
2021,Bhestan,1364,1,Apartment,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,3675438.2
2021,Athwa,1949,2,Villa,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,32175570.92
2021,Althan,2133,7,Apartment,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,18244528.87
2021,City Light,2057,5,Villa,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,37142127.83
2021,Sarthana,2300,2,Villa,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,36533651.91
2021,Varachha,1872,1,Apartment,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,10360755.04
2021,Varachha,1888,7,House,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,25648302.69
2021,Piplod,1813,8,Apartment,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,16419623.16
2021,Sarthana,2196,5,Apartment,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,16350794.76
2021,Adajan,1147,4,House,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,21125297.96
2021,Sarthana,1425,7,Villa,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,26171695.61
2021,City Light,1340,4,Apartment,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,9678259.85
2021,Piplod,2714,6,Apartment,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,21848554.14
2021,Pal,1468,6,House,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,29290554.08
2021,Bhestan,2967,9,Apartment,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,13809349.34
2021,Adajan,1165,1,Villa,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,27715058.7
2021,Varachha,1793,5,House,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,22553459.82
2021,Piplod,1798,1,Apartment,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,9951195.28
2021,Udhna,2414,6,House,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,31154865.88
2021,Adajan,2008,1,House,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,32360199.24
2021,City Light,1581,8,Apartment,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,14681445.57
2021,City Light,1205,10,House,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,18649738.47
2021,Bhestan,1798,1,Apartment,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,4844895.81
2021,Bhestan,1546,8,House,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,10603996.85
2021,Althan,1685,3,Villa,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,27977359.37
2021,Vesu,2036,6,Villa,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,56248177.84
2021,Adajan,2438,1,House,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,39289923.18
2021,Althan,1940,3,Villa,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,32211321.76
2021,Adajan,1591,1,House,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,25639978.58
2021,Udhna,1762,2,Apartment,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,10495482.83
2021,Sachin,2808,1,Apartment,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,7566444.62
2021,Sarthana,2653,9,House,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,38190075.78
2021,Pal,2333,4,House,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,42968892.9
2021,Katargam,1863,7,Villa,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,34216048.37
2021,Varachha,2283,4,Villa,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,39055095.56
2021,City Light,2264,8,House,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,32703851.2
2021,Ghod Dod Road,2358,10,Apartment,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,24329783.29
2021,Sachin,2072,2,House,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,11166433.94
2021,Bhestan,2321,6,Apartment,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,9096979.0
2021,Udhna,1058,7,House,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,14179623.65
2021,Udhna,1881,4,Apartment,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,13071700.94
2021,Ghod Dod Road,1769,5,Apartment,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,13689372.34
2021,Udhna,2882,9,Villa,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,55792247.39
2021,Bhestan,2423,7,Villa,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,21961257.65
2021,Athwa,2400,1,Apartment,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,13619726.02
2021,Piplod,2597,5,Villa,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,45733334.76
2021,City Light,1388,4,Villa,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,24346292.05
2021,Adajan,1172,2,House,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,19786932.68
2021,Udhna,1013,10,Villa,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,20113363.8
2021,Katargam,1042,8,House,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,14482416.14
2021,Pal,2338,9,House,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,52032020.22
2021,Adajan,2753,10,Apartment,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,42253665.57
2021,Bhestan,2739,3,Apartment,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,8722429.21
2021,Piplod,1025,4,Apartment,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,7220126.01
2021,Athwa,2163,5,Apartment,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,16738333.74
2021,Udhna,1560,6,Apartment,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,12389673.26
2021,Varachha,1682,10,Apartment,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,16925786.69
2021,Athwa,2968,9,Apartment,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,29092560.21
2021,Varachha,1893,10,Apartment,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,19049057.2
2021,Pal,1723,4,Apartment,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,18511495.11
2021,Sarthana,1083,5,House,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,13439519.37
2021,Althan,2427,9,House,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,35412831.3
2021,Althan,2762,3,House,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,31962768.3
2021,Athwa,2275,6,Apartment,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,18778713.14
2021,Ghod Dod Road,1730,3,Villa,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,29452657.51
2021,Katargam,2722,8,House,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,37832184.98
2021,Piplod,2803,6,Villa,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,50771322.34
2021,Piplod,2343,5,Apartment,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,17683019.42
2021,Vesu,1750,1,Villa,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,41632062.43
2021,Piplod,1780,3,Apartment,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,11642767.66
2021,Udhna,1988,4,Villa,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,33551394.02
2021,Pal,2065,3,Villa,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,52295242.29
2021,Althan,2152,3,House,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,24903648.58
2021,Piplod,1926,3,House,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,22288302.58
2021,Sachin,2567,4,House,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,15091735.3
2021,Piplod,2455,10,Villa,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,49408806.58
2021,Piplod,2773,6,Apartment,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,22323522.71
2021,Varachha,1682,4,House,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,20310944.03
2021,Bhestan,2173,3,House,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,12243050.23
2021,Ghod Dod Road,1594,4,House,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,19736221.16
2021,City Light,2407,9,Villa,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,48428959.86
2021,Katargam,1700,2,Apartment,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,10126175.26
2021,Sachin,2092,10,Apartment,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,10249289.13
2021,Udhna,2649,6,Apartment,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,21038618.24
2021,Pal,2888,2,Apartment,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,26595405.63
2021,Piplod,2080,6,House,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,27210063.74
2021,Varachha,1589,2,House,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,17588931.37
2021,Bhestan,2021,3,Villa,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,16337376.68
2021,Athwa,1203,6,Apartment,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,9930018.42
2021,Sachin,1945,5,Apartment,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,7146821.47
2021,Bhestan,1202,10,Villa,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,11777863.8
2021,Udhna,2282,2,House,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,24920318.76
2021,Varachha,1619,2,House,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,17921006.85
2021,Bhestan,2017,6,Villa,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,17787317.94
2021,Sachin,2886,8,Apartment,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,12725384.13
2021,Althan,2019,3,Villa,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,33523019.92
2021,Piplod,2767,8,Villa,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,52903649.45
2021,Sachin,2338,8,Villa,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,21763571.79
2021,Athwa,2116,5,House,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,27291041.91
2021,City Light,2813,2,House,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,31926907.74
2021,Pal,1807,3,Apartment,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,18027258.59
2021,Piplod,2333,8,Villa,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,44605787.56
2021,Piplod,2278,6,Villa,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,41261888.08
2021,Ghod Dod Road,2171,5,Apartment,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,16800241.58
2021,Vesu,2675,6,Villa,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,73901707.13
2021,Pal,2984,2,Villa,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,73278569.17
2021,Varachha,1254,9,Villa,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,24606793.22
2021,Vesu,2314,1,Apartment,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,19533686.95
2021,Dindoli,1060,6,House,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,6751204.79
2021,Athwa,1172,7,House,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,16325098.87
2021,Ghod Dod Road,2960,6,House,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,39703564.93
2021,City Light,2469,4,Villa,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,43307633.34
2021,Varachha,1012,4,Villa,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,17312201.8
2021,Varachha,1285,1,House,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,13577358.92
2021,Sarthana,2866,10,Apartment,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,28452566.95
2021,Althan,2742,4,House,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,33110944.43
2021,Udhna,1530,6,House,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,19746041.75
2021,Sarthana,1372,1,Apartment,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,7491384.17
2021,Bhestan,2990,5,Apartment,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,10986630.44
2021,Dindoli,1943,10,Villa,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,19038593.49
2021,Athwa,2147,2,Apartment,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,13291614.44
2021,Vesu,1065,8,House,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,22884204.64
2021,Piplod,1255,2,Villa,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,20206289.94
2021,Athwa,2687,6,House,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,36041715.87
2021,Adajan,1709,9,Apartment,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,24918611.97
2021,Katargam,2125,6,House,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,27425057.99
2021,Vesu,2935,10,Apartment,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,45047042.67
2021,Pal,1227,8,Villa,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,35781318.76
2021,Pal,2422,4,House,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,44608083.41
2021,Varachha,2776,2,Apartment,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,16760755.24
2021,Vesu,1928,9,House,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,42907499.99
2021,City Light,1544,3,House,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,18320595.09
2021,Athwa,2873,6,House,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,38536602.05
2021,Udhna,2832,1,House,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,29520779.17
2021,Vesu,2495,6,Villa,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,68928881.98
2021,Sachin,2299,8,Villa,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,21400535.31
2021,Adajan,1110,7,Villa,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,31517581.64
2021,Adajan,1298,8,Villa,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,37851794.42
2021,Althan,2056,10,House,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,31033963.23
2021,Sarthana,2214,1,Apartment,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,12088866.29
2021,Katargam,1446,8,Villa,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,27275150.89
2021,Ghod Dod Road,1981,4,Villa,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,34747841.9
2021,Katargam,2481,1,Villa,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,38177169.87
2021,Katargam,1999,1,Apartment,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,10914924.89
2021,Vesu,1850,6,House,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,36912483.0
2021,Sarthana,2028,8,Villa,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,38253116.18
2021,Ghod Dod Road,1839,2,Apartment,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,11384852.79
2021,Varachha,2557,7,House,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,34736604.86
2021,Piplod,1943,2,Villa,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,31283522.99
2021,Bhestan,1840,6,House,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,11719072.47
2021,Athwa,1429,9,Apartment,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,14007165.95
2021,Udhna,2097,1,Apartment,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,11450023.76
2021,Pal,1567,8,House,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,33670937.72
2021,Ghod Dod Road,2139,6,Apartment,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,17656117.55
2021,Udhna,2535,2,House,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,27683176.18
2021,Pal,2726,8,Villa,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,79494600.61
2021,Dindoli,1187,6,Villa,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,10467796.92
2021,Udhna,2630,3,Villa,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,43080919.15
2021,Pal,2964,4,Villa,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,77336640.06
2021,Varachha,1178,5,Apartment,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,8890566.32
2021,Althan,1519,9,House,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,22164025.85
2021,Udhna,1566,1,Villa,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,24097318.83
2021,Athwa,2272,3,House,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,26958803.13
2021,Athwa,2571,10,House,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,39791267.72
2021,Pal,1257,6,House,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,25080535.75
2021,Varachha,2431,9,House,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,35471196.08
2021,City Light,2525,7,Villa,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,48197837.24
2021,Piplod,1989,10,Villa,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,40030189.93
2021,Piplod,2059,7,Villa,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,38331070.38
2021,Piplod,1675,10,House,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,25283019.66
2021,Adajan,2349,4,Villa,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,61290070.01
2021,Sachin,1112,6,House,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,7082395.97
2021,Varachha,1261,4,Villa,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,21571824.57
2021,Althan,2826,7,Villa,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,52609812.97
2021,Sarthana,2219,1,House,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,23130864.75
2021,Vesu,2547,1,House,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,41046527.62
2021,Sachin,1122,5,Villa,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,9619731.94
2021,Athwa,1574,2,Villa,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,25984786.36
2021,Dindoli,2451,1,House,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,12608536.35
2021,Ghod Dod Road,2793,5,Apartment,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,21613576.57
2021,Piplod,2299,4,House,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,27761510.3
2021,Bhestan,1629,4,Villa,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,13567569.98
2021,Katargam,1409,4,Villa,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,23779634.9
2021,Vesu,2999,2,House,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,50632262.03
2021,Althan,2240,7,Villa,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,41700630.24
2021,City Light,1665,9,House,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,24910169.35
2021,Adajan,1634,3,House,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,28840851.06
2021,Pal,2187,9,Apartment,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,31888241.29
2021,Varachha,2898,7,Apartment,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,24787925.3
2021,Sarthana,1069,3,Villa,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,17510837.48
2021,City Light,2326,5,House,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,29999510.15
2021,Pal,2575,9,Apartment,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,37545597.32
2021,Dindoli,1830,7,Villa,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,16586504.95
2021,Dindoli,2369,6,Villa,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,20891500.35
2021,Sarthana,1065,8,House,8.52,Area4,7490000,16590,5.35,86.15,66.79,3137.12,457.98363622259933,14802085.6
2021,Adajan,2269,3,Apartment,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,22636330.79
2021,Dindoli,2202,6,House,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,14024672.6
2021,Adajan,2829,8,House,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,60788183.03
2021,Piplod,1755,4,Apartment,6.52,Area3,7490000,16590,5.35,86.15,66.79,4099.43,462.98363622259933,12362264.54
2021,Pal,1248,5,Apartment,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,14365939.33
2021,Bhestan,2179,1,House,10.52,Area5,7490000,16590,5.35,86.15,66.79,2540.71,226.49181811129966,11209302.62
2021,Adajan,1834,1,Villa,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,43630401.43
2021,City Light,1801,4,Villa,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,31590541.78
2021,Pal,1920,9,Villa,2.52,Area1,7490000,16590,5.35,86.15,66.79,10606.46,699.475454333899,57463757.32
2021,Ghod Dod Road,1688,1,Villa,4.52,Area2,7490000,16590,5.35,86.15,66.79,5913.34,472.98363622259933,26995947.84
