year,location,sqft,amenities,real_estate_type,HF,price
2018,1,1855,7,2,263264.02,32829668.55
2018,1,1588,7,2,263264.02,28104320.03
2018,4,1197,10,1,93416.27,10139992.28
2018,2,2853,7,1,163919.11,21442263.64
2018,3,1336,7,3,119009.76,21253405.65
2018,1,1248,4,3,263264.02,27813287.33
2018,2,2920,3,1,163919.11,16782093.72
2018,3,1575,1,2,119009.76,14220674.7
2018,1,2195,7,3,263264.02,53234731.59
2018,1,1990,2,2,263264.02,28696873.1
2018,4,2581,7,2,93416.27,29516526.4
2018,3,2156,2,3,119009.76,29663274.04
2018,4,2852,9,2,93416.27,35031682.6
2018,1,2639,7,1,263264.02,29406756.92
2018,1,1951,6,3,263264.02,46038227.02
2018,4,1176,10,2,93416.27,14943146.52
2018,2,1772,3,1,163919.11,10184202.08
2018,3,2717,6,3,119009.76,42054501.4
2018,1,2023,4,3,263264.02,45085160.47
2018,1,2954,8,2,263264.02,54215983.73
2018,3,1010,1,2,119009.76,9119289.81
2018,4,2027,7,1,93416.27,14595404.93
2018,5,1909,2,3,76882.41,12748784.43
2018,1,1513,1,2,263264.02,20826536.07
2018,3,1627,7,3,119009.76,25882702.83
2018,1,1191,5,1,263264.02,11710133.35
2018,5,1298,9,3,76882.41,10564578.4
2018,3,1417,7,1,119009.76,10357122.69
2018,1,1271,4,1,263264.02,11663594.33
2018,5,2009,9,3,76882.41,16351493.07
2018,4,2400,3,2,93416.27,23380433.33
2018,5,2860,4,3,76882.41,20293540.43
2018,5,1371,7,3,76882.41,10586491.42
2018,2,1029,9,3,163919.11,17741891.55
2018,5,2569,2,3,76882.41,17156431.22
2018,1,1350,9,3,263264.02,34510972.33
2018,4,1611,7,2,93416.27,18423527.33
2018,5,2677,2,3,76882.41,17877682.51
2018,4,2354,4,1,93416.27,13958796.39
2018,3,2848,9,2,119009.76,35510626.3
2018,4,2341,4,3,93416.27,33712721.2
2018,5,1320,10,3,76882.41,11019116.97
2018,5,2094,3,1,76882.41,5681106.1
2018,4,2910,10,1,93416.27,24651109.05
2018,4,1248,10,1,93416.27,10572022.03
2018,4,1146,6,3,93416.27,17474332.56
2018,4,1712,5,3,93416.27,25379629.8
2018,3,2111,4,1,119009.76,12706812.4
2018,4,2055,5,1,93416.27,13056193.07
2018,1,2803,9,1,263264.02,34908848.12
2018,2,1233,3,2,163919.11,12537497.26
2018,5,2167,8,2,76882.41,12662801.92
2018,2,1216,2,2,163919.11,11827043.5
2018,5,1000,6,1,76882.41,3339126.36
2018,2,2013,10,1,163919.11,17798922.37
2018,4,1596,2,3,93416.27,21631983.53
2018,1,1902,2,3,263264.02,39895077.3
2018,4,2595,8,1,93416.27,19784421.03
2018,4,1774,3,2,93416.27,17282036.97
2018,3,1254,1,3,119009.76,16713968.5
2018,1,1971,4,3,263264.02,43926273.5
2018,3,2851,5,2,119009.76,30644855.3
2018,4,2703,7,1,93416.27,19462940.07
2018,1,2529,9,1,263264.02,31496424.15
2018,3,1772,2,1,119009.76,9142507.24
2018,5,1157,3,1,76882.41,3138987.47
2018,2,1360,5,2,163919.11,15031380.05
2018,5,1693,7,3,76882.41,13072888.38
2018,5,2853,9,2,76882.41,17266831.08
2018,5,1924,10,3,76882.41,16061197.77
2018,2,2549,9,1,163919.11,21411316.68
2018,5,1895,8,3,76882.41,15028155.56
2018,4,2742,4,3,93416.27,39487518.81
2018,3,2855,8,2,119009.76,34370392.61
2018,2,1960,2,2,163919.11,19063326.7
2018,1,2997,4,2,263264.02,47147297.59
2018,3,1603,8,2,119009.76,19297982.26
2018,5,1569,1,2,76882.41,6876304.64
2018,5,2248,1,2,76882.41,9852092.31
2018,4,2925,9,3,93416.27,48317444.42
2018,1,2860,4,2,263264.02,44992082.45
2018,4,1332,3,2,93416.27,12976140.5
2018,3,1618,9,2,119009.76,20174225.19
2018,4,1296,6,3,93416.27,19761548.87
2018,4,1648,8,1,93416.27,12564441.56
2018,1,2767,10,2,263264.02,54411316.49
2018,3,1347,6,1,119009.76,9266333.52
2018,2,1949,7,3,163919.11,31881114.98
2018,5,1968,3,2,76882.41,9446388.46
2018,2,1176,1,2,163919.11,10918087.11
2018,5,1370,3,1,76882.41,3716865.02
2018,2,1788,5,2,163919.11,19761843.77
2018,3,1924,8,2,119009.76,23162394.18
2018,5,2731,4,2,76882.41,13678731.12
2018,4,1999,2,3,93416.27,27094194.91
2018,5,2754,8,2,76882.41,16092919.47
2018,1,2907,9,3,263264.02,74313627.09
2018,3,1854,10,1,119009.76,15942633.95
2018,3,2120,8,3,119009.76,34636963.08
2018,1,1235,5,3,263264.02,28333082.22
2018,5,2679,10,3,76882.41,22363798.77
2018,4,1970,6,1,93416.27,13350566.28
2018,4,1603,3,1,93416.27,8826537.14
2018,5,2769,2,3,76882.41,18492081.76
2018,1,2252,10,1,263264.02,29522776.71
2018,5,2856,6,2,76882.41,15496885.42
2018,1,2993,7,1,263264.02,33351429.88
2018,5,1339,5,1,76882.41,4191647.05
2018,3,1795,3,3,119009.76,25468228.75
2018,1,2222,4,1,263264.02,20390642.49
2018,5,2507,9,1,76882.41,9940787.86
2018,2,2932,9,3,163919.11,50553183.7
2018,4,1107,9,3,93416.27,18286294.35
2018,4,1359,7,3,93416.27,21297795.82
2018,5,2622,5,3,76882.41,19151976.6
2018,1,2252,4,1,263264.02,20665943.7
2018,3,1711,8,2,119009.76,20598158.23
2018,5,2655,7,1,76882.41,9419466.75
2018,4,2085,6,1,93416.27,14129914.06
2018,1,2425,7,2,263264.02,42917491.23
2018,4,1722,4,3,93416.27,24798507.44
2018,5,2383,4,1,76882.41,6962495.84
2018,3,2928,5,1,119009.76,18883508.17
2018,2,2464,2,3,163919.11,34858654.53
2018,1,1730,5,1,263264.02,17009681.52
2018,4,1531,4,2,93416.27,15563236.27
2018,2,1487,9,3,163919.11,25638671.27
2018,2,1405,10,1,163919.11,12422993.51
2018,2,1746,9,1,163919.11,14666205.93
2018,3,1621,2,1,119009.76,8363433.54
2018,4,2349,1,1,93416.27,10944330.01
2018,4,1012,7,2,93416.27,11573314.5
2018,1,2443,4,3,263264.02,54445401.4
2018,5,1364,5,3,76882.41,9963118.26
2018,4,1414,7,3,93416.27,22159737.52
2018,3,2207,3,2,119009.76,21824812.35
2018,5,2040,8,3,76882.41,16178067.19
2018,3,2418,3,3,119009.76,34307619.56
2018,4,1941,2,3,93416.27,26308070.2
2018,3,2400,6,2,119009.76,26829028.0
2018,4,2595,7,3,93416.27,40667976.56
2018,3,2904,7,2,119009.76,33711705.57
2018,3,2104,2,1,119009.76,10855437.48
2018,1,1152,10,3,263264.02,30204474.93
2018,3,2691,5,2,119009.76,28925045.82
2018,5,2007,1,3,76882.41,12984401.53
2018,2,2986,2,3,163919.11,42243483.13
2018,4,1620,5,2,93416.27,17154122.28
2018,3,1392,7,3,119009.76,22144266.96
2018,1,1082,4,1,263264.02,9929196.75
2018,2,1279,6,3,163919.11,20356025.38
2018,1,2205,4,1,263264.02,20234638.48
2018,5,2558,8,1,76882.41,9609170.87
2018,1,2982,9,2,263264.02,56684517.86
2018,4,2222,3,3,93416.27,31057856.06
2018,2,1804,5,1,163919.11,11963210.12
2018,4,2716,1,1,93416.27,12654235.98
2018,3,2132,6,1,119009.76,14666535.31
2018,1,2635,4,2,263264.02,41452495.54
2018,2,1548,3,3,163919.11,22584206.42
2018,2,2045,7,1,163919.11,15369586.1
2018,4,1094,4,3,93416.27,15754684.75
2018,3,2393,4,3,119009.76,34981784.88
2018,5,1335,6,1,76882.41,4457733.69
2018,4,2893,2,1,93416.27,14704259.48
2018,3,1949,4,1,119009.76,11731680.42
2018,2,1827,8,2,163919.11,22616037.58
2018,1,2843,2,1,263264.02,22362323.5
2018,3,2767,4,3,119009.76,40449059.24
2018,4,2964,1,1,93416.27,13809703.77
2018,4,2438,8,3,93416.27,39240160.6
2018,5,2148,6,3,76882.41,16137997.68
2018,4,1157,4,1,93416.27,6860801.79
2018,3,1590,3,2,119009.76,15723358.24
2018,3,1865,1,2,119009.76,16839084.64
2018,2,2143,9,2,163919.11,27475152.23
2018,4,1223,10,1,93416.27,10360242.74
2018,1,2723,7,2,263264.02,48191475.72
2018,3,1548,8,2,119009.76,18635855.61
2018,3,1861,1,3,119009.76,24804382.28
2018,2,2701,8,2,163919.11,33435094.42
2018,1,2901,8,2,263264.02,53243252.81
2018,4,2685,2,3,93416.27,36392152.75
2018,3,2149,7,2,119009.76,24947126.47
2018,2,1034,7,3,163919.11,16913839.35
2018,1,2528,5,2,263264.02,41426276.38
2018,5,1069,10,2,76882.41,6692861.39
2018,1,1091,2,3,263264.02,22884084.83
2018,1,2265,9,3,263264.02,57901742.47
2018,1,1482,10,1,263264.02,19428399.24
2018,5,1060,1,2,76882.41,4645559.54
2018,2,1775,9,3,163919.11,30604331.88
2018,3,1332,7,3,119009.76,21189772.69
2018,1,1056,1,1,263264.02,7614044.72
2018,2,1019,9,2,163919.11,13064479.76
2018,5,1472,7,3,76882.41,11366386.12
2018,2,1870,10,1,163919.11,16534518.05
2018,5,2923,8,1,76882.41,10980299.63
2018,3,2842,1,2,119009.76,25660417.46
2018,2,2640,10,2,163919.11,35014273.52
2018,2,2557,2,3,163919.11,36174342.38
2018,3,2760,7,3,119009.76,43906736.21
2018,3,2980,7,2,119009.76,34593967.84
2018,4,2196,6,2,93416.27,24183500.39
2018,3,2370,7,3,119009.76,37702523.49
2018,1,2347,1,2,263264.02,32306596.26
2018,3,2470,1,2,119009.76,22301629.53
2018,4,1847,5,3,93416.27,27380944.07
2018,5,1335,6,2,76882.41,7243817.24
2018,5,2805,10,2,76882.41,17561717.68
2018,5,2829,2,2,76882.41,12988784.13
2018,3,2250,9,2,119009.76,28054392.26
2018,5,2556,1,3,76882.41,16536188.5
2018,2,2295,6,2,163919.11,26380071.98
2018,5,2302,8,3,76882.41,18255838.57
2018,4,1522,8,1,93416.27,11603810.72
2018,2,1412,7,3,163919.11,23097041.74
2018,1,1060,3,2,263264.02,15980579.4
2018,3,2317,6,1,119009.76,15939194.33
2018,2,1840,10,1,163919.11,16269258.4
2018,5,1606,10,2,76882.41,10054944.24
2018,3,1701,1,1,119009.76,8044838.83
2018,4,2927,4,1,93416.27,17356583.28
2018,5,2398,4,3,76882.41,17015353.13
2018,4,2640,6,3,93416.27,40255006.95
2018,4,2151,6,3,93416.27,32798681.8
2018,1,1465,5,2,263264.02,24006920.45
2018,4,2032,9,2,93416.27,24959459.7
2018,5,1747,7,1,76882.41,6198044.6
2018,4,2132,7,3,93416.27,33411994.61
2018,2,1426,3,2,163919.11,14499976.55
2018,1,2371,1,2,263264.02,32636957.71
2018,1,1960,10,3,263264.02,51389558.04
2018,2,1400,5,1,163919.11,9284087.68
2018,2,2708,1,1,163919.11,13169257.32
2018,4,2230,5,1,93416.27,14168034.33
2018,2,1817,4,3,163919.11,27312017.55
2018,4,2234,8,2,93416.27,26494435.97
2018,1,1776,7,1,263264.02,19790223.68
2018,2,1517,10,1,163919.11,13413296.2
2018,5,1014,7,2,76882.41,5713662.59
2018,5,1591,10,3,76882.41,13281375.08
2018,5,1818,5,1,76882.41,5691123.48
2018,2,1526,7,3,163919.11,24961817.07
2018,4,2380,8,3,93416.27,38306637.51
2018,1,2581,6,3,263264.02,60904492.03
2018,5,2213,9,2,76882.41,13393444.51
2018,5,2659,8,1,76882.41,9988579.1
2018,4,2754,1,3,93416.27,36160889.77
2018,5,2667,10,1,76882.41,11131812.49
2018,4,1634,10,2,93416.27,20762841.34
2018,4,2786,5,1,93416.27,17700512.84
2018,3,1228,7,2,119009.76,14255500.84
2018,5,2590,5,1,76882.41,8107816.18
2018,2,1909,5,2,163919.11,21099194.49
2018,5,2811,4,2,76882.41,14079426.28
2018,2,1976,1,1,163919.11,9609472.84
2018,1,2818,5,1,263264.02,27707099.72
2018,4,1138,1,2,93416.27,10122202.82
2018,3,1385,6,2,119009.76,15482584.91
2018,3,1607,8,2,119009.76,19346136.92
2018,5,2657,1,1,76882.41,6099540.38
2018,1,2148,8,3,263264.02,53502822.52
2018,4,2692,1,1,93416.27,12542416.52
2018,4,1081,3,2,93416.27,10530936.85
2018,5,1135,9,2,76882.41,6869209.0
2018,5,2199,4,2,76882.41,11014108.28
2018,5,2648,9,3,76882.41,21552391.06
2018,4,1214,1,1,93416.27,5656201.21
2018,3,1023,8,3,119009.76,16713968.5
2018,1,2505,2,3,263264.02,52543201.18
2018,3,1142,7,1,119009.76,8347095.35
2018,5,2980,3,2,76882.41,14303982.53
2018,3,1759,10,1,119009.76,15125724.44
2018,4,2349,8,3,93416.27,37807685.5
2018,1,2391,1,2,263264.02,32912258.91
2018,3,1255,1,3,119009.76,16727297.03
2018,3,1466,6,1,119009.76,10084962.83
2018,5,2281,2,2,76882.41,10472752.42
2018,5,2355,2,2,76882.41,10812508.53
2018,1,2523,1,1,263264.02,18191510.26
2018,2,2976,5,2,163919.11,32892196.34
2018,4,1616,3,2,93416.27,15742825.11
2018,3,2544,1,1,119009.76,12031787.17
2018,4,1593,6,3,93416.27,24290237.15
2018,1,1895,8,3,263264.02,47201046.87
2018,5,2698,9,1,76882.41,10698143.45
2018,1,2859,10,2,263264.02,56220438.69
2018,3,1722,7,2,119009.76,19990205.58
2018,2,2321,8,2,163919.11,28731156.66
2018,2,1609,2,2,163919.11,15649435.03
2018,5,2478,2,3,76882.41,16548710.22
2018,5,2922,8,3,76882.41,23172702.13
2018,5,2455,6,2,76882.41,13321027.21
2018,1,1222,2,2,263264.02,17621898.96
2018,1,1250,5,1,263264.02,12290232.31
2018,1,1934,10,2,263264.02,38030894.87
2018,2,2370,5,2,163919.11,26194390.23
2018,3,1454,6,1,119009.76,10002411.98
2018,4,2016,10,1,93416.27,17077881.74
2018,5,1556,6,1,76882.41,5195680.61
2018,3,1045,8,1,119009.76,8087404.11
2018,5,2253,9,2,76882.41,13635531.17
2018,5,1186,2,2,76882.41,5445280.3
2018,2,2135,1,3,163919.11,29260349.66
2018,4,1838,2,1,93416.27,9342007.93
2018,5,2269,10,2,76882.41,14205895.69
2018,2,2596,4,3,163919.11,39021462.6
2018,3,2481,4,3,119009.76,36268202.38
2018,4,2909,10,2,93416.27,36963956.82
2018,2,2389,8,2,163919.11,29572913.95
2018,3,1398,2,1,119009.76,7212880.99
2018,3,1687,9,3,119009.76,28287856.4
2018,5,2028,4,3,76882.41,14389965.03
2018,5,2352,8,1,76882.41,8835328.34
2018,1,1487,7,1,263264.02,16569855.07
2018,3,1665,1,3,119009.76,22191991.67
2018,3,2665,3,1,119009.76,14895699.92
2018,4,2383,2,2,93416.27,22205481.84
2018,3,1308,10,1,119009.76,11247554.05
2018,2,1457,3,1,163919.11,8373804.98
2018,2,2625,4,2,163919.11,27852263.03
2018,2,2830,8,1,163919.11,22520544.11
2018,5,2726,2,3,76882.41,18204916.89
2018,5,2360,6,1,76882.41,7880338.2
2018,4,2282,10,1,93416.27,19331213.35
2018,5,1572,10,1,76882.41,6561383.29
2018,3,1546,5,1,119009.76,9970595.5
2018,1,1341,4,1,263264.02,12305963.81
2018,3,2863,4,3,119009.76,41852423.78
2018,4,2232,8,3,93416.27,35924544.08
2018,1,2346,6,1,263264.02,24604061.87
2018,5,2826,1,3,76882.41,18282968.97
2018,1,2965,6,3,263264.02,69965834.51
2018,5,2849,9,3,76882.41,23188354.28
2018,4,2062,7,1,93416.27,14847422.28
2018,3,2386,7,2,119009.76,27698391.7
2018,3,1798,9,2,119009.76,22418576.57
2018,3,1302,4,3,119009.76,19033131.6
2018,5,1982,10,1,76882.41,8272685.55
2018,4,1642,2,2,93416.27,15300629.96
2018,1,1937,7,2,263264.02,34280899.18
2018,1,2467,8,2,263264.02,45277871.32
2018,1,1641,5,3,263264.02,37647439.62
2018,2,2010,10,1,163919.11,17772396.41
2018,4,2936,8,1,93416.27,22384223.56
2018,5,1900,7,2,76882.41,10706073.88
2018,3,1878,10,1,119009.76,16149011.09
2018,2,2062,2,1,163919.11,10939307.88
2018,1,1301,3,3,263264.02,28141682.34
2018,4,1782,10,3,93416.27,30191255.21
2018,5,1078,6,2,76882.41,5849314.59
2018,2,1508,8,1,163919.11,12000346.47
2018,5,2317,1,2,76882.41,10154491.94
2018,1,2131,7,3,263264.02,51682557.18
2018,2,2467,5,2,163919.11,27266481.31
2018,4,2663,9,2,93416.27,32710158.06
2018,2,1377,4,2,163919.11,14610501.41
2018,5,1823,8,1,76882.41,6848130.76
2018,2,2896,2,2,163919.11,28167037.81
2018,2,1870,6,1,163919.11,13227614.44
2018,1,1731,10,3,263264.02,45385369.88
2018,5,1674,5,2,76882.41,8733902.37
2018,4,2235,1,3,93416.27,29346255.86
2018,5,2751,10,3,76882.41,22964841.51
2018,3,1845,2,2,119009.76,17451766.77
2018,2,1055,1,1,163919.11,5130563.69
2018,3,2938,10,3,119009.76,50528002.74
2018,5,1082,9,1,76882.41,4290359.98
2018,1,1294,4,2,263264.02,20356557.58
2018,4,2822,7,1,93416.27,20319799.07
2018,4,2592,2,1,93416.27,13174365.91
2018,4,2784,5,1,93416.27,17687806.08
2018,5,1623,1,2,76882.41,7112965.22
2018,2,1754,8,3,163919.11,29466810.09
2018,1,2875,8,2,263264.02,52766064.06
2018,3,1107,8,1,119009.76,8567230.96
2018,2,2656,7,3,163919.11,43445993.53
2018,5,1207,3,1,76882.41,3274639.48
2018,1,1539,8,3,263264.02,38333726.19
2018,1,2029,8,2,263264.02,37239076.17
2018,1,1267,9,3,263264.02,32389186.63
2018,1,2884,8,2,263264.02,52931244.78
2018,5,2761,4,2,76882.41,13828991.8
2018,1,1134,8,3,263264.02,28245903.51
2018,3,1442,4,2,119009.76,14879791.68
2018,2,1577,7,2,163919.11,18824150.91
2018,1,1488,9,1,263264.02,18531703.89
2018,2,1104,9,3,163919.11,19035032.33
2018,3,1610,8,3,119009.76,26304486.11
2018,5,1051,1,2,76882.41,4606116.11
2018,3,2928,2,2,119009.76,27695811.99
2018,5,1932,4,2,76882.41,9676788.18
2018,5,1190,4,1,76882.41,3476865.32
2018,5,2606,10,2,76882.41,16315806.16
2018,1,2889,3,3,263264.02,62491406.82
2018,5,2104,1,1,76882.41,4830046.27
2018,3,1543,10,3,119009.76,26536660.39
2018,3,1942,3,2,119009.76,19204252.64
2018,4,1211,7,3,93416.27,18978389.06
2018,5,1776,3,1,76882.41,4818359.33
2018,3,1146,6,2,119009.76,12810860.87
2018,1,2367,9,1,263264.02,29478859.61
2018,5,1823,1,2,76882.41,7989485.89
2018,3,1857,8,2,119009.76,22355803.53
2018,2,1800,10,2,163919.11,23873368.31
2018,1,2672,10,2,263264.02,52543201.18
2018,4,2585,8,2,93416.27,30657169.64
2018,5,2319,3,2,76882.41,11131186.4
2018,4,1269,5,1,93416.27,8062437.47
2018,4,2111,8,3,93416.27,33977021.75
2018,2,2219,5,2,163919.11,24525464.95
2018,5,2252,9,1,76882.41,8929658.66
2018,4,1299,2,1,93416.27,6602431.06
2018,1,2304,6,1,263264.02,24163579.94
2018,1,2271,1,1,263264.02,16374522.31
2018,4,2093,4,3,93416.27,30141275.3
2018,4,1266,1,3,93416.27,16622979.83
2018,2,2923,7,2,163919.11,34890927.79
2018,4,2928,8,3,93416.27,47126821.27
2018,2,2792,1,2,163919.11,25921172.79
2018,5,2133,9,3,76882.41,17360744.01
2018,5,1713,6,2,76882.41,9294875.6
2018,1,1214,5,3,263264.02,27851305.12
2018,5,2707,7,3,76882.41,20902722.29
2018,3,1942,5,2,119009.76,20874187.65
2018,3,2466,1,3,119009.76,32868139.02
2018,1,1633,1,2,263264.02,22478343.29
2018,1,1525,2,1,263264.02,11995266.74
2018,1,1550,6,2,263264.02,26415805.98
2018,4,1404,10,2,93416.27,17840287.17
2018,3,1075,5,3,119009.76,16176957.99
2018,1,2733,10,1,263264.02,35828485.24
2018,2,2939,5,2,163919.11,32483254.38
2018,3,1065,5,1,119009.76,6868489.14
2018,4,2325,7,2,93416.27,26588889.53
2018,5,2763,3,2,76882.41,13262383.8
2018,5,2132,9,1,76882.41,8453833.15
2018,4,2056,9,1,93416.27,16545892.17
2018,5,1485,6,1,76882.41,4958602.64
2018,3,1516,10,3,119009.76,26072311.83
2018,3,2733,2,3,119009.76,37601914.63
2018,4,1595,8,1,93416.27,12160366.68
2018,1,1290,1,3,263264.02,26212607.48
2018,3,2659,9,1,119009.76,21721623.78
2018,4,2238,4,3,93416.27,32229419.07
2018,1,2630,7,1,263264.02,29306468.62
2018,2,2448,1,1,163919.11,11904853.0
2018,1,2163,5,1,263264.02,21267017.99
2018,3,1201,6,2,119009.76,13425692.76
2018,1,2042,1,3,263264.02,41493135.24
2018,3,1105,3,3,119009.76,15678213.24
2018,4,2845,1,2,93416.27,25305507.05
2018,3,1157,2,3,119009.76,15918556.62
2018,1,1234,3,1,263264.02,10515195.03
2018,3,1285,1,1,119009.76,6077376.78
2018,2,1704,7,3,163919.11,27873483.8
2018,2,1281,6,3,163919.11,20387856.54
2018,2,1680,2,3,163919.11,23767264.45
2018,4,1894,4,1,93416.27,11231079.17
2018,5,2319,5,1,76882.41,7259469.39
2018,4,1165,8,1,93416.27,8882023.31
2018,1,2301,1,2,263264.02,31673403.5
2018,3,2201,6,2,119009.76,24604454.43
2018,1,2793,9,1,263264.02,34784307.1
2018,3,2111,8,1,119009.76,16337330.23
2018,2,2170,8,3,163919.11,36455517.61
2018,4,1606,9,2,93416.27,19726817.06
2018,2,2546,6,3,163919.11,40521063.81
2018,2,1299,4,3,163919.11,19525762.68
2018,4,2560,9,1,93416.27,20601889.08
2018,5,1031,2,1,76882.41,2581979.45
2018,1,2494,4,1,263264.02,22886706.74
2018,2,2082,8,2,163919.11,25772627.39
2018,5,2937,8,1,76882.41,11032890.87
2018,4,2462,7,2,93416.27,28155632.7
2018,5,1908,5,3,76882.41,13936678.63
2018,2,2694,2,2,163919.11,26202348.02
2018,5,2800,4,2,76882.41,14024330.69
2018,4,1999,2,3,93416.27,27094194.91
2018,2,1483,10,2,163919.11,19669002.89
2018,5,1223,9,2,76882.41,7401799.65
2018,1,1193,4,2,263264.02,18767676.35
2018,1,1765,10,3,263264.02,46276821.4
2018,2,2575,3,3,163919.11,37567397.63
2018,2,1598,3,3,163919.11,23313670.45
2018,2,1793,6,3,163919.11,28536632.92
2018,1,2710,8,1,263264.02,31974268.38
2018,5,1047,5,1,76882.41,3277561.21
2018,2,1905,8,2,163919.11,23581582.7
2018,1,1804,10,2,263264.02,35474526.55
2018,4,1820,3,3,93416.27,25438928.0
2018,3,1933,4,1,119009.76,11635371.09
2018,3,1724,7,1,119009.76,12601044.11
2018,1,2781,9,2,263264.02,52863730.44
2018,5,2815,7,1,76882.41,9987118.23
2018,1,2196,10,2,263264.02,43182960.25
2018,1,2074,3,1,263264.02,17673026.33
2018,1,1560,8,2,263264.02,28631325.19
2018,2,2982,6,1,163919.11,21093447.2
2018,5,1717,2,1,76882.41,4299959.96
2018,2,2059,6,3,163919.11,32770176.9
2018,1,1296,6,1,263264.02,13592013.72
2018,4,2858,9,3,93416.27,47210685.86
2018,2,2563,10,3,163919.11,45324031.84
2018,1,1854,7,2,263264.02,32811970.62
2018,4,1348,2,2,93416.27,12561053.09
2018,5,2415,3,1,76882.41,6551992.0
2018,4,1196,7,1,93416.27,8611792.94
2018,1,1316,1,2,263264.02,18114819.21
2018,4,1846,8,2,93416.27,21892895.61
2018,5,1178,10,2,76882.41,7375295.34
2018,1,1160,3,2,263264.02,17488181.23
2018,4,1951,3,2,93416.27,19006343.93
2018,3,2237,6,1,119009.76,15388855.29
2018,1,2148,3,2,263264.02,32383287.31
2018,1,1863,5,2,263264.02,30528937.06
2018,5,1267,6,3,76882.41,9519014.46
2018,3,1145,10,3,119009.76,19691818.63
2018,2,1595,2,3,163919.11,22564754.05
2018,3,1094,8,3,119009.76,17873980.0
2018,3,2686,5,2,119009.76,28871301.77
2018,3,1403,10,2,119009.76,18096695.33
2018,1,2230,1,1,263264.02,16078901.26
2018,1,1792,5,1,263264.02,17619277.04
2018,2,1763,1,2,163919.11,16367846.57
2018,3,2397,10,3,119009.76,41223833.41
2018,4,1765,3,1,93416.27,9718551.5
2018,3,1283,2,3,119009.76,17652124.58
2018,3,2745,7,1,119009.76,20063727.43
2018,4,1109,7,1,93416.27,7985349.81
2018,5,1241,3,3,76882.41,8546702.6
2018,5,2905,1,3,76882.41,18794064.0
2018,5,2205,5,2,76882.41,11504333.77
2018,2,2002,5,2,163919.11,22127075.63
2018,3,2372,4,3,119009.76,34674798.88
2018,4,1754,10,3,93416.27,29716869.61
2018,3,2895,4,3,119009.76,42320211.96
2018,2,1744,4,3,163919.11,26214726.8
2018,2,1132,9,3,163919.11,19517804.89
2018,2,1644,5,3,163919.11,25438400.23
2018,3,2159,2,3,119009.76,29704549.47
2018,5,1428,7,3,76882.41,11026630.01
2018,4,2542,1,1,93416.27,11843544.87
2018,3,1691,5,3,119009.76,25446731.13
2018,4,1988,6,1,93416.27,13472551.15
2018,5,2415,5,3,76882.41,17639978.45
2018,2,1923,8,3,163919.11,32305972.52
2018,1,1489,4,1,263264.02,13664116.41
2018,4,2012,8,1,93416.27,15339597.35
2018,2,1252,3,2,163919.11,12730694.7
2018,4,2395,9,3,93416.27,39562488.68
2018,3,1342,6,3,119009.76,20771858.99
2018,1,1850,7,1,263264.02,20614816.33
2018,1,2190,7,3,263264.02,53113467.96
2018,4,1073,2,3,93416.27,14543307.22
2018,4,1520,8,2,93416.27,18026652.94
2018,2,2556,4,1,163919.11,15820085.4
2018,5,1265,7,1,76882.41,4487994.52
2018,3,2405,5,2,119009.76,25850886.36
2018,3,1214,5,3,119009.76,18268676.28
2018,5,1079,6,2,76882.41,5854740.67
2018,3,2013,6,1,119009.76,13847905.99
2018,4,1836,10,2,93416.27,23329606.3
2018,3,1433,4,3,119009.76,20948139.46
2018,5,2470,4,2,76882.41,12371463.15
2018,3,1641,6,3,119009.76,25399866.32
2018,4,1590,8,2,93416.27,18856827.75
2018,2,1201,7,1,163919.11,9026343.72
2018,5,1012,3,2,76882.41,4857594.07
2018,4,2362,4,3,93416.27,34015142.03
2018,5,2337,7,3,76882.41,18045682.3
2018,1,1390,3,2,263264.02,20955665.44
2018,1,1420,8,1,263264.02,16754044.69
2018,5,2021,9,1,76882.41,8013694.56
2018,5,1015,7,1,76882.41,3601039.08
2018,1,2697,6,3,263264.02,63641772.57
2018,2,2122,5,3,163919.11,32834723.42
2018,5,1686,8,1,76882.41,6333487.92
2018,3,2561,8,3,119009.76,41842104.92
2018,1,1666,7,1,263264.02,18564477.84
2018,3,1954,6,2,119009.76,21843300.3
2019,3,1567,1,2,196547.99,14957925.22
2019,1,1421,5,1,455163.76,14771643.99
2019,2,1656,2,1,274543.22,9278178.89
2019,5,2004,3,1,125334.95,5754516.13
2019,5,2359,6,1,125334.95,8337112.58
2019,5,2048,1,2,125334.95,9499855.28
2019,3,2047,6,2,196547.99,24192138.33
2019,1,1592,9,2,455163.76,31995179.91
2019,4,2897,4,1,153063.92,18171437.18
2019,1,2925,3,2,455163.76,46622676.49
2019,3,1997,5,3,196547.99,31770874.99
2019,5,1765,6,3,125334.95,14035081.95
2019,5,1913,2,1,125334.95,5070653.78
2019,2,1225,4,2,274543.22,13726774.32
2019,4,2695,10,2,153063.92,36223696.83
2019,3,2152,1,3,196547.99,30324037.66
2019,5,1953,8,1,125334.95,7765018.43
2019,1,2294,9,1,455163.76,30205811.63
2019,3,1238,7,1,196547.99,9566490.23
2019,2,2731,5,3,274543.22,44628357.95
2019,1,2421,4,3,455163.76,57044949.73
2019,5,1554,6,3,125334.95,12357233.63
2019,3,1749,7,2,196547.99,21465284.06
2019,4,2069,7,2,153063.92,25028625.55
2019,2,1303,10,3,274543.22,24334676.11
